epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
168,891.074,0.65918,0.58392,0.90814,0.93382,0.88421,0.92957,0.7724,0.71401,0.67469,0.98618,0.000192592,0.000192592,0.000192592
169,896.138,0.68808,0.58585,0.89125,0.93243,0.88742,0.93207,0.77395,0.72555,0.6764,0.98878,0.000187092,0.000187092,0.000187092
170,901.07,0.66167,0.5707,0.90747,0.92669,0.88925,0.9313,0.77572,0.71634,0.66964,0.98632,0.000181593,0.000181593,0.000181593
171,906.115,0.67701,0.5756,0.90101,0.91328,0.88212,0.92543,0.77985,0.71301,0.68049,0.98485,0.000176094,0.000176094,0.000176094
172,911.063,0.66036,0.55725,0.9037,0.92306,0.86026,0.92417,0.77713,0.72037,0.69909,0.98552,0.000170594,0.000170594,0.000170594
173,916.078,0.65329,0.57189,0.8976,0.92211,0.86117,0.92668,0.77832,0.71467,0.70338,0.98475,0.000165095,0.000165095,0.000165095
174,921.139,0.62236,0.54825,0.90241,0.90609,0.89712,0.92971,0.7817,0.70611,0.68627,0.98189,0.000159595,0.000159595,0.000159595
175,926.326,0.65489,0.55015,0.90519,0.91211,0.89422,0.92763,0.78515,0.71394,0.6818,0.98063,0.000154096,0.000154096,0.000154096
176,931.593,0.65888,0.55706,0.89618,0.91804,0.89617,0.92943,0.78289,0.72092,0.67115,0.98139,0.000148596,0.000148596,0.000148596
177,936.824,0.62145,0.55224,0.88771,0.89016,0.91539,0.92976,0.78593,0.70832,0.66141,0.97807,0.000143097,0.000143097,0.000143097
178,942.201,0.65895,0.53594,0.88686,0.89352,0.90468,0.93012,0.77986,0.69754,0.66566,0.97748,0.000137597,0.000137597,0.000137597
